pricestr,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,Hybrid
$2995,chicago,chicago S,2003 Toyota Camry LE,,,fwd,gas,16.5533,silver,,automatic,sedan,1,2995,8.00469951054955,2003,15,2.8065854777167702,1,0,0,0
$2700,chicago,chicago city,2003 Toyota Camry,,4 cylinders,,gas,14.081671428571426,,,automatic,,0,2700,7.90100705199242,2003,15,2.6448740531000756,0,0,0,0
$5249,chicago,chicago suburbs,1999 toyota camry,excellent,6 cylinders,,gas,11.4,,,automatic,sedan,0,5249,8.5657928612523,1999,19,2.4336133554004498,0,0,0,0
$12995,chicago,chicago city,2015 TOYOTA CAMRY,,,fwd,gas,2.5929,black,,automatic,sedan,1,12995,9.47231994707559,2015,3,0.9527769404445652,0,0,0,0
$3000,chicago,chicago city,2002 toyota camry solara,excellent,6 cylinders,,gas,15.0,blue,compact,automatic,coupe,0,3000,8.006367567650246,2002,16,2.70805020110221,0,0,0,0
$16257,chicago,chicago suburbs,2015 Toyota Camry,,4 cylinders,fwd,gas,1.5955,silver,mid-size,automatic,sedan,1,16257,9.696278864234223,2015,3,0.4671871667361611,0,0,0,0
$15910,chicago,chicago city,2015 Toyota Camry,,4 cylinders,fwd,gas,3.1078,silver,,automatic,sedan,1,15910,9.674703121331833,2015,3,1.1339150803704967,0,0,0,0
$9700,chicago,,2011 Toyota Camry,,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9700,9.179881164491475,2011,7,1.8660626604205384,0,0,0,0
$11995,chicago,chicago city,2015 TOYOTA CAMRY,,,fwd,gas,7.1225,black,,automatic,sedan,1,11995,9.392245175273795,2015,3,1.9632587873899263,0,0,0,0
$14991,chicago,chicago city,2014 Toyota Camry,,4 cylinders,fwd,gas,4.7536,silver,mid-size,automatic,sedan,1,14991,9.615205300012315,2014,4,1.558902225726206,0,0,0,0
$15966,chicago,chicago suburbs,2015 Toyota Camry,,4 cylinders,fwd,gas,1.6867,grey,mid-size,automatic,sedan,1,15966,9.678216740205745,2015,3,0.5227739572818318,0,0,0,0
$6700,chicago,chicago suburbs,2007 Toyota Camry se,excellent,4 cylinders,fwd,gas,13.1,silver,mid-size,automatic,sedan,0,6700,8.809862805379057,2007,11,2.5726122302071057,0,0,1,0
$6997,chicago,chicago suburbs,2008 Toyota Camry Hybrid,,4 cylinders,fwd,hybrid,13.6864,custom,mid-size,automatic,sedan,1,6997,8.853236764745898,2008,10,2.6164026390504524,0,0,0,1
$985,chicago,chicago city,1995 toyota camry,like new,4 cylinders,,gas,20.042533333333335,,,automatic,,0,985,6.892641641172089,1995,23,2.997856682066097,0,0,0,0
$1200,chicago,chicago city,1999 toyota camry,excellent,4 cylinders,,gas,25.3,,full-size,automatic,,0,1200,7.090076835776092,1999,19,3.2308043957334744,0,0,0,0
$7900,chicago,chicago N,2009 toyota camry,excellent,4 cylinders,fwd,gas,118.0,red,full-size,automatic,,0,7900,8.974618038455112,2009,9,4.770684624465665,0,0,0,0
$6500,chicago,chicago city,2007 Toyota Camry,good,4 cylinders,,gas,11.626930303030303,,,automatic,,0,6500,8.779557455883728,2007,11,2.4533239852615467,0,0,0,0
$16489,chicago,chicago W,2014 toyota camry,like new,4 cylinders,fwd,gas,2.4691,grey,full-size,automatic,sedan,0,16489,9.710448770900967,2014,4,0.9038537117704719,0,0,0,0
$3950,chicago,chicago N,2007 toyota camry hybrid,excellent,4 cylinders,fwd,hybrid,18.23,blue,mid-size,automatic,sedan,1,3950,8.281470857895167,2007,11,2.9030685886905716,0,0,0,1
$14000,chicago,chicago city,2013 Toyota Camry,good,4 cylinders,,gas,5.0608,red,,automatic,,0,14000,9.546812608597396,2013,5,1.6215245735692474,0,0,0,0
$4000,chicago,chicago W,2002 toyota camry le 4dr sedan,good,6 cylinders,fwd,gas,15.9282,red,,automatic,sedan,0,4000,8.294049640102028,2002,16,2.768091123187332,1,0,1,0
$1695,chicago,chicago W,2000 toyota camry le,good,4 cylinders,fwd,gas,18.3973,,,automatic,sedan,0,1695,7.43543801981455,2000,18,2.912203914717266,1,0,0,0
$985,chicago,chicago city,1995 toyota camry,like new,,,gas,20.042533333333335,,,automatic,,0,985,6.892641641172089,1995,23,2.997856682066097,0,0,0,0
$14487,chicago,chicago suburbs,2014 Toyota Camry,excellent,6 cylinders,fwd,gas,4.902,silver,,automatic,sedan,1,14487,9.581006974541651,2014,4,1.5896432851059208,0,0,0,0
$2100,chicago,chicago city,1998 toyota camry,,4 cylinders,fwd,gas,16.824258333333333,white,,automatic,,0,2100,7.649692623711514,1998,20,2.8228217933308546,0,0,0,0
$14388,chicago,chicago suburbs,2012 Toyota Camry,,4 cylinders,fwd,gas,5.7619,custom,mid-size,automatic,sedan,1,14388,9.574149804815514,2012,6,1.7512672814266956,0,0,0,0
$14590,chicago,chicago city,2016 Toyota Camry  LE    2016,new,4 cylinders,fwd,gas,4.8192,white,,automatic,,0,14590,9.588091641516831,2016,2,1.5726079391833827,1,0,0,0
$16499,chicago,chicago city,2017 TOYOTA CAMRY,,,fwd,gas,2.9439,black,,automatic,sedan,1,16499,9.711055051991444,2017,1,1.0797352328984207,0,0,0,0
$6300,chicago,chicago suburbs,2006 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,10.0,white,mid-size,automatic,sedan,1,6300,8.748304912379623,2006,12,2.302585092994046,0,0,0,0
$11700,chicago,chicago suburbs,2014 Toyota Camry SE,good,4 cylinders,fwd,gas,4.3,grey,,automatic,sedan,0,11700,9.367344120785848,2014,4,1.4586150226995167,0,0,1,0
$14388,chicago,chicago N,2012 Toyota Camry,,4 cylinders,fwd,gas,5.7619,custom,mid-size,automatic,sedan,1,14388,9.574149804815514,2012,6,1.7512672814266956,0,0,0,0
$1600,chicago,chicago city,2001 Toyota Camry,,,,gas,16.201468750000004,,,automatic,,0,1600,7.3777589082278725,2001,17,2.7851019017088916,0,0,0,0
$12322,chicago,chicago city,2015 TOYOTA CAMRY,,,fwd,gas,6.0499,,,automatic,sedan,1,12322,9.419141561574516,2015,3,1.800041742980526,0,0,0,0
$3000,chicago,chicago city,2002 Toyota Camry,,4 cylinders,,gas,16.84,,,automatic,,0,3000,8.006367567650246,2002,16,2.8237570088141806,0,0,0,0
$7499,chicago,chicago suburbs,2009 Toyota Camry,,4 cylinders,,gas,13.04,red,,automatic,sedan,1,7499,8.92252495730139,2009,9,2.5680215564985067,0,0,0,0
$8800,chicago,chicago suburbs,2005 toyota camry le,like new,4 cylinders,fwd,gas,6.4339,grey,mid-size,automatic,sedan,0,8800,9.082507000466299,2005,13,1.8615808862652137,1,0,0,0
$5577,chicago,chicago W,2009 toyota camry hybrid,,,,gas,16.4503625,,,automatic,,1,5577,8.626406276389554,2009,9,2.8003475134427456,0,0,0,1
$2500,chicago,chicago N,2005 Toyota Camry V6,excellent,6 cylinders,fwd,gas,20.12,silver,mid-size,automatic,sedan,1,2500,7.824046010856292,2005,13,3.0017143452315387,0,0,0,0
$4800,chicago,chicago suburbs,2007 Toyota Camry,,4 cylinders,fwd,gas,17.9758,silver,,automatic,sedan,1,4800,8.476371196895983,2007,11,2.889026408875429,0,0,0,0
$2995,chicago,chicago W,2001 TOYOTA CAMRY,,,fwd,other,15.5447,green,,automatic,sedan,1,2995,8.00469951054955,2001,17,2.743719744514586,0,0,0,0
$8995,chicago,chicago suburbs,2011 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,10.0,grey,mid-size,automatic,sedan,1,8995,9.104424146384634,2011,7,2.302585092994046,0,0,0,0
$14990,chicago,chicago W,2015 Toyota Camry,,4 cylinders,fwd,gas,5.5396,black,,automatic,sedan,1,14990,9.615138591096644,2015,3,1.7119222959864255,0,0,0,0
$12500,chicago,chicago suburbs,2006 TOYOTA CAMRY SE,good,4 cylinders,fwd,gas,8.4304,silver,full-size,automatic,sedan,1,12500,9.433483923290392,2006,12,2.1318442204728845,0,0,1,0
$1600,chicago,chicago city,2001 toyota camry le,,,,gas,16.201468750000004,,,automatic,,0,1600,7.3777589082278725,2001,17,2.7851019017088916,1,0,0,0
$2500,chicago,chicago city,2004 toyota camry solara,,,,gas,15.408045833333334,,,automatic,,0,2500,7.824046010856292,2004,14,2.7348898296965514,0,0,0,0
$10695,chicago,chicago city,2011 toyota camry le,,,fwd,gas,6.0154,,,automatic,,0,10695,9.277531621516506,2011,7,1.7943228476312152,1,0,0,0
$3999,chicago,chicago suburbs,2006 TOYOTA CAMRY LE,,4 cylinders,,gas,14.155,red,,automatic,sedan,1,3999,8.293799608846818,2006,12,2.6500679185638627,1,0,0,0
$4500,chicago,chicago N,2007 toyota camry,good,,,hybrid,11.626930303030303,,,automatic,,0,4500,8.411832675758411,2007,11,2.4533239852615467,0,0,0,0
$4500,chicago,chicago N,2005 toyota camry le,,,,gas,9.5,,,automatic,,0,4500,8.411832675758411,2005,13,2.2512917986064953,1,0,0,0
$16950,chicago,chicago N,2015 toyota camry hybrid,excellent,4 cylinders,fwd,gas,4.6681,blue,,automatic,sedan,0,16950,9.738023112808596,2015,3,1.5407521366455805,0,0,0,1
$4995,chicago,chicago S,2009 Toyota Camry,,,fwd,gas,14.5777,silver,,automatic,sedan,1,4995,8.516192691082654,2009,9,2.6794929637936824,0,0,0,0
$8995,chicago,chicago suburbs,2011 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,9.9999,grey,mid-size,automatic,sedan,1,8995,9.104424146384634,2011,7,2.3025750929440454,0,0,0,0
$11988,chicago,chicago city,2013 TOYOTA CAMRY,,,fwd,gas,6.7513,black,,automatic,sedan,1,11988,9.391661428436555,2013,5,1.9097350789334584,0,0,0,0
$1650,chicago,chicago city,1999 toyota camry le,good,4 cylinders,fwd,gas,16.43,,,automatic,sedan,0,1650,7.408530566894626,1999,19,2.799108932049177,1,0,0,0
$3590,chicago,chicago W,2002 toyota camry,good,6 cylinders,fwd,gas,12.8,brown,full-size,automatic,sedan,0,3590,8.185907481482324,2002,16,2.5494451709255714,0,0,0,0
$8980,chicago,chicago suburbs,2006 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,3.8,grey,mid-size,automatic,sedan,1,8980,9.102755161296246,2006,12,1.33500106673234,0,0,0,0
$3990,chicago,chicago city,2002 toyota camry le,like new,6 cylinders,fwd,gas,14.1,black,mid-size,automatic,sedan,1,3990,8.29154650988391,2002,16,2.6461747973841225,1,0,0,0
$10988,chicago,chicago city,2012 TOYOTA CAMRY,,,fwd,gas,7.7938,blue,,automatic,sedan,1,10988,9.304559047215164,2012,6,2.0533285458225836,0,0,0,0
$11900,chicago,,2014 Toyota Camry,,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,11900,9.38429367909962,2014,4,1.9079560619638796,0,0,0,0
$1000,chicago,chicago city,1997 toyota camry xle,,4 cylinders,fwd,gas,24.0,blue,,automatic,,0,1000,6.907755278982137,1997,21,3.1780538303479458,0,1,0,0
$6950,chicago,chicago suburbs,2007 toyota camry hybrid,excellent,4 cylinders,fwd,hybrid,13.9987,blue,full-size,automatic,sedan,0,6950,8.846496938558838,2007,11,2.63896446816091,0,0,0,1
$11500,chicago,chicago S,2012 toyota camry se,like new,4 cylinders,,gas,11.3,black,,automatic,,0,11500,9.350102314351341,2012,6,2.424802725718295,0,0,1,0
$800,chicago,chicago N,1998 toyota camry,good,4 cylinders,fwd,gas,22.0,,mid-size,automatic,,0,800,6.684611727667927,1998,20,3.091042453358316,0,0,0,0
$1100,chicago,indiana NW,1997 Toyota Camry XLE,good,6 cylinders,,gas,21.9,white,,automatic,sedan,0,1100,7.003065458786462,1997,21,3.086486636822455,0,1,0,0
$9977,chicago,,2011 Toyota Camry,,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9977,9.208037722913508,2011,7,1.8660626604205384,0,0,0,0
$10883,chicago,chicago city,2013 TOYOTA CAMRY,,,fwd,gas,7.2006,,,automatic,sedan,1,10883,9.294957217696062,2013,5,1.9741643558833135,0,0,0,0
$9300,chicago,chicago city,2007 TOYOTA CAMRY V6 XLE,like new,6 cylinders,fwd,gas,5.0,silver,,automatic,sedan,0,9300,9.137769679141348,2007,11,1.6094379124341003,0,1,0,0
$2595,chicago,chicago city,2002 Toyota Camry LE 4dr,,,,gas,14.326720833333335,,,automatic,,0,2595,7.861341795599989,2002,16,2.6621263833674,1,0,0,0
$14900,chicago,chicago S,2014 toyota camry xle,excellent,4 cylinders,fwd,gas,2.389,silver,mid-size,automatic,sedan,0,14900,9.60911649193355,2014,4,0.8708748683436724,0,1,0,0
$3999,chicago,chicago S,2003 TOYOTA CAMRY,,6 cylinders,,gas,14.6651,white,,automatic,coupe,1,3999,8.293799608846818,2003,15,2.685470521362865,0,0,0,0
$14991,chicago,chicago N,2014 Toyota Camry,,4 cylinders,fwd,gas,4.7536,silver,mid-size,automatic,sedan,1,14991,9.615205300012315,2014,4,1.558902225726206,0,0,0,0
$5500,chicago,chicago city,2007 toyota camry,,4 cylinders,,gas,11.626930303030303,,,automatic,sedan,0,5500,8.612503371220562,2007,11,2.4533239852615467,0,0,0,0
$14695,chicago,chicago S,2014 Toyota - Camry,excellent,other,,other,4.7853,custom,,other,sedan,1,14695,9.595262578853017,2014,4,1.5655487188643753,0,0,0,0
$2300,chicago,chicago W,2005 toyota camry,good,6 cylinders,fwd,gas,18.65,grey,mid-size,automatic,,0,2300,7.7406644019172415,2005,13,2.9258461460898246,0,0,0,0
$9900,chicago,,2011 Toyota Camry,,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9900,9.20029003612268,2011,7,1.8660626604205384,0,0,0,0
$650,chicago,chicago city,1991 toyota camry,good,4 cylinders,fwd,gas,14.0,,,automatic,,0,650,6.476972362889683,1991,27,2.6390573296152584,0,0,0,0
$4000,chicago,chicago city,2006 toyota camry,good,4 cylinders,,gas,15.0,black,full-size,automatic,sedan,0,4000,8.294049640102028,2006,12,2.70805020110221,0,0,0,0
$550,chicago,chicago S,1998 toyota camry le,,4 cylinders,,gas,14.5,black,mid-size,automatic,sedan,0,550,6.309918278226516,1998,20,2.6741486494265287,1,0,0,0
$2799,chicago,chicago city,2000 toyota camry,excellent,4 cylinders,,gas,16.833457142857146,green,,automatic,,0,2799,7.937017489515454,2000,18,2.823368402607373,0,0,0,0
$6999,chicago,chicago S,2011 toyota camry le,good,,,gas,14.2,,,automatic,,0,6999,8.85352256068954,2011,7,2.653241964607215,1,0,0,0
$3400,chicago,chicago suburbs,2001 toyota camry,like new,,,gas,16.201468750000004,,,automatic,,0,3400,8.131530710604252,2001,17,2.7851019017088916,0,0,0,0
$1790,chicago,chicago city,1999 toyota camry le,excellent,4 cylinders,fwd,gas,13.3,silver,mid-size,automatic,sedan,1,1790,7.489970898834801,1999,19,2.5877640352277083,1,0,0,0
$2200,chicago,chicago city,2005 toyota camry xle,,,,gas,14.384252000000002,,,automatic,,0,2200,7.696212639346407,2005,13,2.666133997041874,0,1,0,0
$4695,chicago,chicago W,2002 Toyota Camry Solara,,,,gas,14.326720833333335,,,automatic,,0,4695,8.454253391642363,2002,16,2.6621263833674,0,0,0,0
$8900,chicago,chicago S,2008 toyota camry,,,,gas,12.548111764705883,,,automatic,,0,8900,9.093806555720231,2008,10,2.5295701972624567,0,0,0,0
$950,chicago,chicago W,1999 Toyota Camry,fair,,,gas,21.6,custom,,automatic,,0,950,6.856461984594587,1999,19,3.0726933146901194,0,0,0,0
$3599,chicago,chicago city,2004 toyota camry xle,,,,gas,15.408045833333334,,,automatic,,0,3599,8.188411308079031,2004,14,2.7348898296965514,0,1,0,0
$11800,chicago,chicago suburbs,2014 Toyota Camry,good,4 cylinders,fwd,gas,3.154,black,,automatic,sedan,0,11800,9.375854810453756,2014,4,1.1486714885408467,0,0,0,0
$5999,chicago,chicago S,2008 TOYOTA CAMRY SOLARA,,4 cylinders,,gas,12.9926,,,automatic,convertible,1,5999,8.699348067653093,2008,10,2.564379964618964,0,0,0,0
$850,chicago,chicago suburbs,1994 toyota camry,good,4 cylinders,fwd,gas,17.99,white,full-size,automatic,sedan,0,850,6.745236349484363,1994,24,2.8898160479624417,0,0,0,0
$1450,chicago,chicago suburbs,1998 toyota camry le,good,4 cylinders,fwd,gas,16.824258333333333,grey,full-size,automatic,sedan,0,1450,7.27931883541462,1998,20,2.8228217933308546,1,0,0,0
$14995,chicago,chicago suburbs,2015 Toyota Camry LE,,,fwd,gas,9.0147,black,,automatic,sedan,1,14995,9.61547209118311,2015,3,2.198856578231344,1,0,0,0
$6300,chicago,chicago W,2009 toyota camry le,like new,4 cylinders,fwd,gas,13.2572,silver,full-size,automatic,sedan,1,6300,8.748304912379623,2009,9,2.5845408010723796,1,0,0,0
$5995,chicago,chicago city,2009 TOYOTA CAMRY LE,good,4 cylinders,fwd,gas,16.4503625,black,mid-size,automatic,,1,5995,8.698681067461614,2009,9,2.8003475134427456,1,0,0,0
$6277,chicago,chicago suburbs,2005 Toyota Camry,excellent,4 cylinders,fwd,gas,8.5069,,mid-size,automatic,sedan,1,6277,8.744647438317532,2005,13,2.140877598899383,0,0,0,0
$8300,chicago,chicago W,2011 toyota camry xle,excellent,6 cylinders,fwd,gas,9.0653,green,full-size,automatic,sedan,1,8300,9.02401079378469,2011,7,2.2044539379780184,0,1,0,0
$4499,chicago,chicago suburbs,2005 TOYOTA CAMRY SOLARA,,8 cylinders,,gas,13.65,red,,automatic,coupe,1,4499,8.411610428841172,2005,13,2.613739521630969,0,0,0,0
$6500,chicago,chicago city,2011 toyota camry le,excellent,4 cylinders,fwd,gas,14.0,black,compact,automatic,sedan,0,6500,8.779557455883728,2011,7,2.6390573296152584,1,0,0,0
$6900,chicago,chicago city,2007 Toyota Camry Hybrid,good,4 cylinders,fwd,gas,12.0858,black,,automatic,sedan,1,6900,8.83927669058535,2007,11,2.4920312097302966,0,0,0,1
$2950,chicago,chicago city,2003 Toyota Camry,,,,gas,10.5,,,automatic,,0,2950,7.989560449333865,2003,15,2.3513752571634776,0,0,0,0
$12000,chicago,chicago city,2010 toyota camry se,,,,gas,14.663999999999998,,,automatic,,0,12000,9.392661928770137,2010,8,2.6853955105374037,0,0,1,0
$12910,chicago,chicago city,2012 Toyota Camry Hybrid,,4 cylinders,fwd,hybrid,11.6464,black,,automatic,sedan,1,12910,9.465757483840688,2012,6,2.4549971193818565,0,0,0,1
$1800,chicago,chicago city,2002 toyota camry le,,4 cylinders,fwd,gas,14.326720833333335,silver,full-size,automatic,sedan,0,1800,7.495541943884256,2002,16,2.6621263833674,1,0,0,0
$2098,chicago,chicago city,2003 toyota camry,good,4 cylinders,fwd,gas,18.9,,,automatic,sedan,0,2098,7.6487397889562425,2003,15,2.9391619220655967,0,0,0,0
$12800,chicago,chicago city,2014 Toyota Camry,,,,gas,4.791686363636363,,,automatic,,0,12800,9.457200449907708,2014,4,1.5668824086787922,0,0,0,0
$4500,chicago,chicago city,2007 Toyota Camry Solara Sport,,,,gas,11.626930303030303,,,automatic,,0,4500,8.411832675758411,2007,11,2.4533239852615467,0,0,0,0
$8942,chicago,chicago city,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,6.2999,black,mid-size,automatic,sedan,1,8942,9.098514556793926,2007,11,1.8405337602556364,0,0,0,0
$700,chicago,chicago suburbs,1994 toyota camry,good,4 cylinders,fwd,gas,17.99,white,full-size,automatic,sedan,0,700,6.551080335043404,1994,24,2.8898160479624417,0,0,0,0
$6500,chicago,chicago city,2011 toyota camry,like new,4 cylinders,fwd,gas,12.5,white,compact,automatic,sedan,0,6500,8.779557455883728,2011,7,2.5257286443082556,0,0,0,0
$8888,chicago,chicago city,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,6.2999,black,mid-size,automatic,sedan,1,8888,9.092457331319466,2007,11,1.8405337602556364,0,0,0,0
$6350,chicago,chicago W,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,11.5515,silver,mid-size,automatic,sedan,1,6350,8.756210091886738,2007,11,2.4468152986652774,0,0,0,0
$3700,chicago,chicago city,2004 toyota camry,good,4 cylinders,,gas,15.408045833333334,white,,automatic,,0,3700,8.216088098632316,2004,14,2.7348898296965514,0,0,0,0
$9750,los angeles,LA westside-southbay,2010 toyota camry,like new,4 cylinders,fwd,gas,4.6,white,full-size,manual,sedan,0,9750,9.185022563991893,2010,8,1.5260563034950492,0,0,0,0
$2600,chicago,chicago city,2003 toyota camry,excellent,4 cylinders,fwd,gas,14.3,silver,,automatic,,0,2600,7.8632667240095735,2003,15,2.6602595372658615,0,0,0,0
$4300,chicago,chicago city,2005 toyota camry,excellent,6 cylinders,,gas,15.74,silver,,automatic,,0,4300,8.366370301681654,2005,13,2.756205242989257,0,0,0,0
$14995,chicago,chicago city,2016 TOYOTA CAMRY,,,fwd,gas,4.095,black,,automatic,sedan,1,14995,9.61547209118311,2016,2,1.4097667173050328,0,0,0,0
$500,chicago,chicago city,2014 TOYOTA CAMRY,like new,6 cylinders,fwd,gas,4.791686363636363,black,full-size,automatic,sedan,1,500,6.214608098422191,2014,4,1.5668824086787922,0,0,0,0
$14000,chicago,chicago city,2013 toyota camry,excellent,,,gas,3.8,silver,,automatic,,0,14000,9.546812608597396,2013,5,1.33500106673234,0,0,0,0
$9999,chicago,chicago city,2012 TOYOTA CAMRY,,,fwd,gas,10.8722,silver,,automatic,sedan,1,9999,9.21024036697585,2012,6,2.3862090725589633,0,0,0,0
$4999,chicago,chicago S,2004 TOYOTA CAMRY  SOLARA,,6 cylinders,,gas,7.8,white,,automatic,sedan,1,4999,8.51699317141357,2004,14,2.0541237336955462,0,0,0,0
$9995,chicago,,2011 Toyota Camry,,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9995,9.209840246934501,2011,7,1.8660626604205384,0,0,0,0
$3200,chicago,chicago suburbs,2000 toyota camry,good,4 cylinders,fwd,gas,15.0,silver,full-size,automatic,sedan,0,3200,8.070906088787819,2000,18,2.70805020110221,0,0,0,0
$12488,chicago,,2014 Toyota Camry,,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,12488,9.432523462195268,2014,4,1.9079560619638796,0,0,0,0
$10995,chicago,chicago city,2011 Toyota Camry,,,fwd,gas,6.4655,black,,automatic,,1,10995,9.305195902988862,2011,7,1.8664803487537691,0,0,0,0
$4900,chicago,chicago W,2006 toyota camry solara,good,4 cylinders,fwd,gas,14.1,silver,mid-size,automatic,coupe,0,4900,8.496990484098719,2006,12,2.6461747973841225,0,0,0,0
$1500,chicago,chicago suburbs,2000 toyota camry,fair,4 cylinders,fwd,gas,18.62,silver,,automatic,sedan,0,1500,7.313220387090301,2000,18,2.924236271848921,0,0,0,0
$10000,chicago,chicago W,2011 Toyota Camry,excellent,4 cylinders,fwd,gas,5.3763,black,mid-size,automatic,sedan,1,10000,9.210340371976184,2011,7,1.6820004052353155,0,0,0,0
$2300,los angeles,San Fernando,1998 toyota camry,excellent,4 cylinders,,gas,18.887,,,automatic,sedan,0,2300,7.7406644019172415,1998,20,2.9384738547137093,0,0,0,0
$3799,chicago,chicago suburbs,2000 TOYOTA CAMRY SOLARA,,6 cylinders,,gas,11.03,silver,,automatic,coupe,1,3799,8.242493153187626,2000,18,2.400618833265411,0,0,0,0
$3980,chicago,chicago S,2002 TOYOTA CAMRY LE,good,4 cylinders,fwd,gas,15.5987,silver,full-size,automatic,sedan,0,3980,8.289037098278483,2002,16,2.747187577449743,1,0,0,0
$1540,los angeles,San Fernando,2009 toyota camry,good,,,gas,16.4503625,,,automatic,,0,1540,7.3395376954076745,2009,9,2.8003475134427456,0,0,0,0
$15995,chicago,chicago city,2017 TOYOTA CAMRY,,,fwd,gas,5.4911,silver,,automatic,sedan,1,15995,9.680031452383618,2017,1,1.703128599749919,0,0,0,0
$780,chicago,chicago city,1999 toyota camry,,,,gas,17.01991875,,,automatic,,0,780,6.659293919683638,1999,19,2.8343843493382987,0,0,0,0
$2100,chicago,chicago S,2001 toyota camry solara,,,,gas,20.8,white,mid-size,automatic,coupe,0,2100,7.649692623711514,2001,17,3.0349529867072724,0,0,0,0
$2200,chicago,indiana NW,1995 Toyota Camry LE,fair,4 cylinders,fwd,gas,14.7856,brown,mid-size,automatic,sedan,0,2200,7.696212639346407,1995,23,2.693653734151639,1,0,0,0
$12750,chicago,chicago suburbs,2014 Toyota Camry,excellent,4 cylinders,fwd,gas,3.3551,blue,,automatic,sedan,1,12750,9.453286550586572,2014,4,1.210481576238762,0,0,0,0
$9899,chicago,,2011 Toyota Camry,,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9899,9.200189020919808,2011,7,1.8660626604205384,0,0,0,0
$12333,chicago,,2014 Toyota Camry,,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,12333,9.420033875565988,2014,4,1.9079560619638796,0,0,0,0
$4300,chicago,chicago city,2007 toyota camry,,4 cylinders,,gas,11.626930303030303,,,automatic,,0,4300,8.366370301681654,2007,11,2.4533239852615467,0,0,0,0
$1899,chicago,chicago city,2000 toyota camry,good,6 cylinders,,gas,16.833457142857146,,,automatic,,0,1899,7.549082710812286,2000,18,2.823368402607373,0,0,0,0
$9750,los angeles,San Fernando,2010 toyota camry,like new,4 cylinders,fwd,gas,4.6,white,full-size,automatic,sedan,0,9750,9.185022563991893,2010,8,1.5260563034950492,0,0,0,0
$3299,chicago,chicago S,1998 TOYOTA CAMRY LE,,4 cylinders,,gas,7.2075,grey,,automatic,sedan,1,3299,8.101374671228582,1998,20,1.9751221505304202,1,0,0,0
$3200,chicago,chicago city,2000 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,15.0,silver,full-size,automatic,sedan,0,3200,8.070906088787819,2000,18,2.70805020110221,1,0,1,0
$3499,chicago,chicago S,2001 TOYOTA CAMRY,,6 cylinders,,gas,8.0629,grey,,automatic,sedan,1,3499,8.160232492367689,2001,17,2.087273293294337,0,0,0,0
$3500,chicago,chicago city,2003 toyota camry solara convertible,excellent,4 cylinders,fwd,gas,14.6,white,,automatic,convertible,0,3500,8.160518247477505,2003,15,2.681021528714291,0,0,0,0
$2000,chicago,chicago suburbs,1999 toyota camry le,good,4 cylinders,fwd,gas,17.01991875,white,,automatic,,0,2000,7.600902459542082,1999,19,2.8343843493382987,1,0,0,0
$2400,chicago,chicago suburbs,2001 TOYOTA CAMRY,excellent,4 cylinders,fwd,gas,18.0,grey,full-size,automatic,sedan,0,2400,7.783224016336037,2001,17,2.8903717578961645,0,0,0,0
$1600,chicago,chicago city,1999 Toyota camry,,,,gas,17.01991875,,,automatic,,0,1600,7.3777589082278725,1999,19,2.8343843493382987,0,0,0,0
$6999,los angeles,LA san gabriel,2009 toyota camry le 4dr sedan,,,,gas,12.76,,,automatic,,0,6999,8.85352256068954,2009,9,2.546315277916644,1,0,1,0
$800,chicago,chicago suburbs,1998 toyota camry,good,4 cylinders,fwd,gas,19.8,red,compact,automatic,,0,800,6.684611727667927,1998,20,2.9856819377004897,0,0,0,0
$13500,chicago,chicago city,2014 toyota camry,like new,,,gas,5.0,,,automatic,,0,13500,9.51044496442652,2014,4,1.6094379124341003,0,0,0,0
$5000,chicago,chicago suburbs,2006 toyota camry solara,good,,fwd,gas,12.8694,black,,automatic,,0,5000,8.517193191416238,2006,12,2.554852400474667,0,0,0,0
$2600,chicago,chicago city,2001 toyota camry solara,,4 cylinders,fwd,gas,16.201468750000004,,,automatic,coupe,0,2600,7.8632667240095735,2001,17,2.7851019017088916,0,0,0,0
$6500,chicago,chicago city,2009 Toyota camry,,,,gas,16.4503625,,,automatic,,0,6500,8.779557455883728,2009,9,2.8003475134427456,0,0,0,0
$11550,chicago,chicago W,2012 toyota camry se,excellent,4 cylinders,fwd,gas,4.233,black,,automatic,,0,11550,9.35444071594994,2012,6,1.4429109615387865,0,0,1,0
